item,number,thisN,thisTrialN,thisRepN,slider_thinking_content.response,slider_thinking_content.rt,key_resp_thinking_content.keys,key_resp_thinking_content.rt,key_resp_thinking_content.duration,think_content_loop.thisRepN,think_content_loop.thisTrialN,think_content_loop.thisN,think_content_loop.thisIndex,thisRow.t,notes,welcome_screen.started,image_welcome.started,key_resp_welcome.started,welcome_screen.stopped,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,refresh.started,text_refresh.started,text_refresh.stopped,refresh.stopped,emotional_level.started,rate_emotion_prompt.started,slider_emotion.started,key_resp_emotion.started,emotional_level.stopped,slider_emotion.response,slider_emotion.rt,Rating,key_resp_emotion.keys,key_resp_emotion.rt,key_resp_emotion.duration,wait4trigger_scanner.started,wait4trigger_text.started,wait4trigger_text.stopped,wait4trigger_scanner.stopped,fake_stimulus.started,fake_stimulus_text.started,fake_stimulus_text.stopped,fake_stimulus.stopped,resting.started,fixation.started,fixation.stopped,resting.stopped,think_content.started,main_body_questionnaire.started,item_text.started,slider_thinking_content.started,key_resp_thinking_content.started,think_content.stopped,think_content_loop.slider_thinking_content.response,think_content_loop.slider_thinking_content.rt,think_content_loop.key_resp_thinking_content.keys,think_content_loop.key_resp_thinking_content.rt,think_content_loop.key_resp_thinking_content.duration,goodbye.started,goodbye_text.started,key_resp_goodbye.started,goodbye.stopped,key_resp_goodbye.keys,key_resp_goodbye.rt,key_resp_goodbye.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
是关于过去的事情,1,0,0,0,None,None,j,1.8054985840008158,None,0,0,0,0,12.012646541001232,,,,,,,,,13.818945166000049,13.83178533300088,14.134015333000207,14.117473708000034,,,,,,,,8.0,,,,,,,,,,,,,,,,11.997003125001356,12.012646541001232,12.012646541001232,12.012646541001232,12.012646541001232,13.818908541001292,None,None,j,1.8054985840008158,None,,,,,,,,999,001,2025-06-11_17h47.27.694,resting_state_demo,2024.2.4,None,2025-06-11 17h47.51.664210 +0800,
是关于将来的事情,2,1,1,0,None,None,j,0.824345541999719,None,0,1,1,1,14.134015333000207,,,,,,,,,14.959230208000008,14.965299416000562,15.26673375000064,15.250484250000227,,,,,,,,3.0,,,,,,,,,,,,,,,,14.12232183299966,14.134015333000207,14.134015333000207,14.134015333000207,14.134015333000207,14.959193415999835,None,None,j,0.824345541999719,None,,,,,,,,999,001,2025-06-11_17h47.27.694,resting_state_demo,2024.2.4,None,2025-06-11 17h47.51.664210 +0800,
是关于我自己的,3,2,2,0,None,None,j,0.5168828750011016,None,0,2,2,2,15.26673375000064,,,,,,,,,15.800976791000721,15.804672666001352,16.11100470800011,16.092072333000033,,,,,,,,3.0,,,,,,,,,,,,,,,,15.25544391600124,15.26673375000064,15.26673375000064,15.26673375000064,15.26673375000064,15.800931333000335,None,None,j,0.5168828750011016,None,,,,,,,,999,001,2025-06-11_17h47.27.694,resting_state_demo,2024.2.4,None,2025-06-11 17h47.51.664210 +0800,
是关于他人的,4,3,3,0,None,None,j,0.7982966660001694,None,0,3,3,3,16.11100470800011,,,,,,,,,16.933774500001164,16.948474916000123,,17.23408604100041,,,,,,,,7.0,,,,,,,,,,,,,,,,16.09728350000114,16.11100470800011,16.11100470800011,16.11100470800011,16.11100470800011,16.93374016600137,None,None,j,0.7982966660001694,None,,,,,,,,999,001,2025-06-11_17h47.27.694,resting_state_demo,2024.2.4,None,2025-06-11 17h47.51.664210 +0800,
是正性的、积极的事件,5,4,4,0,None,None,j,0.8549927080002817,None,0,4,4,4,17.25357595800051,,,,,,,,,18.118085125001016,18.121526666000136,18.423326791000363,18.40608704100123,,,,,,,,7.0,,,,,,,,,,,,,,,,17.24158941600035,17.25357595800051,17.25357595800051,17.25357595800051,17.25357595800051,18.11804674999985,None,None,j,0.8549927080002817,None,,,,,,,,999,001,2025-06-11_17h47.27.694,resting_state_demo,2024.2.4,None,2025-06-11 17h47.51.664210 +0800,
是负性的、消极的事件,6,5,5,0,None,None,j,0.4655277500005468,None,0,5,5,5,18.423326791000363,,,,,,,,,18.89438979100123,18.89827512500051,19.20374504100073,19.184023707999586,,,,,,,,5.0,,,,,,,,,,,,,,,,18.411504499999864,18.423326791000363,18.423326791000363,18.423326791000363,18.423326791000363,18.894355583001015,None,None,j,0.4655277500005468,None,,,,,,,,999,001,2025-06-11_17h47.27.694,resting_state_demo,2024.2.4,None,2025-06-11 17h47.51.664210 +0800,
是以图像或意象的形式进行思维,7,6,6,0,None,None,j,0.2858244159997412,None,0,6,6,6,19.20374504100073,,,,,,,,,19.501970625000467,19.51563362500019,19.819639166000343,19.800966458000403,,,,,,,,5.0,,,,,,,,,,,,,,,,19.192599125000925,19.20374504100073,19.20374504100073,19.20374504100073,19.20374504100073,19.501933540999744,None,None,j,0.2858244159997412,None,,,,,,,,999,001,2025-06-11_17h47.27.694,resting_state_demo,2024.2.4,None,2025-06-11 17h47.51.664210 +0800,
是以内部言语的形式进行思维,8,7,7,0,None,None,j,0.25411829100085015,None,0,7,7,7,19.819639166000343,,,,,,,,,20.078212583001005,20.08186729100089,20.384058083000127,20.3672604580006,,,,,,,,5.0,,,,,,,,,,,,,,,,19.80738779100102,19.819639166000343,19.819639166000343,19.819639166000343,19.819639166000343,20.07818162500007,None,None,j,0.25411829100085015,None,,,,,,,,999,001,2025-06-11_17h47.27.694,resting_state_demo,2024.2.4,None,2025-06-11 17h47.51.664210 +0800,
让我感到开心,9,8,8,0,None,None,j,0.17016370800047298,None,0,8,8,8,20.384058083000127,,,,,,,,,20.56743783300044,20.570411415999843,20.87154391600052,20.855073791000905,,,,,,,,5.0,,,,,,,,,,,,,,,,20.372508958000253,20.384058083000127,20.384058083000127,20.384058083000127,20.384058083000127,20.567402624999886,None,None,j,0.17016370800047298,None,,,,,,,,999,001,2025-06-11_17h47.27.694,resting_state_demo,2024.2.4,None,2025-06-11 17h47.51.664210 +0800,
让我感到悲伤,10,9,9,0,None,None,j,0.1329091249990597,None,0,9,9,9,20.87154391600052,,,,,,,,,21.0173680830012,21.02082162500119,21.315762625001298,21.306040625000605,,,,,,,,5.0,,,,,,,,,,,,,,,,20.85978545800026,20.87154391600052,20.87154391600052,20.87154391600052,20.87154391600052,21.017332749999696,None,None,j,0.1329091249990597,None,,,,,,,,999,001,2025-06-11_17h47.27.694,resting_state_demo,2024.2.4,None,2025-06-11 17h47.51.664210 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.30611237500125,21.315762625001298,21.315762625001298,22.25220891600111,a,0.9350349590004043,None,999,001,2025-06-11_17h47.27.694,resting_state_demo,2024.2.4,None,2025-06-11 17h47.51.664210 +0800,
