item,number,thisN,thisTrialN,thisRepN,slider_thinking_content.response,slider_thinking_content.rt,key_resp_thinking_content.keys,key_resp_thinking_content.rt,key_resp_thinking_content.duration,think_content_loop.thisRepN,think_content_loop.thisTrialN,think_content_loop.thisN,think_content_loop.thisIndex,thisRow.t,notes,welcome_screen.started,image_welcome.started,key_resp_welcome.started,welcome_screen.stopped,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,refresh.started,text_refresh.started,text_refresh.stopped,refresh.stopped,emotional_level.started,rate_emotion_prompt.started,slider_emotion.started,key_resp_emotion.started,emotional_level.stopped,slider_emotion.response,slider_emotion.rt,Rating,key_resp_emotion.keys,key_resp_emotion.rt,key_resp_emotion.duration,rest_instruct.started,image_rest_instruct.started,key_resp.started,rest_instruct.stopped,key_resp.keys,key_resp.rt,key_resp.duration,wait4trigger_scanner.started,wait4trigger_text.started,scanner_trigger.started,wait4trigger_scanner.stopped,scanner_trigger.keys,scanner_trigger.rt,scanner_trigger.duration,fake_stimulus.started,fake_stimulus_text.started,fake_stimulus_text.stopped,fake_stimulus.stopped,resting.started,fixation.started,fixation.stopped,resting.stopped,think_content.started,main_body_questionnaire.started,item_text.started,slider_thinking_content.started,key_resp_thinking_content.started,think_content.stopped,think_content_loop.slider_thinking_content.response,think_content_loop.slider_thinking_content.rt,think_content_loop.key_resp_thinking_content.keys,think_content_loop.key_resp_thinking_content.rt,think_content_loop.key_resp_thinking_content.duration,goodbye.started,goodbye_text.started,key_resp_goodbye.started,goodbye_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,95.33895154200036,95.34878029200081,95.66078587500033,95.63655095900049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,001,2025-06-12_14h07.49.318,resting_state,2024.2.4,None,2025-06-12 14h07.55.549843 +0800,
是关于过去的事情,1,0,0,0,None,None,a,18.46355762500025,None,0,0,0,0,95.66078587500033,,,,,,,,,114.13493062500038,114.13812275000055,114.44982525000069,114.43397608400028,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,95.64687845900062,95.66078587500033,95.66078587500033,95.66078587500033,95.66078587500033,114.13489454200044,None,None,a,18.46355762500025,None,,,,,999,001,2025-06-12_14h07.49.318,resting_state,2024.2.4,None,2025-06-12 14h07.55.549843 +0800,
是关于将来的事情,2,1,1,0,None,None,a,0.40782991600008245,None,0,1,1,1,114.44982525000069,,,,,,,,,114.86890804199993,114.87269920900053,115.18403970899999,115.16805441700035,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,114.4384680840003,114.44982525000069,114.44982525000069,114.44982525000069,114.44982525000069,114.86887016700075,None,None,a,0.40782991600008245,None,,,,,999,001,2025-06-12_14h07.49.318,resting_state,2024.2.4,None,2025-06-12 14h07.55.549843 +0800,
是关于我自己的,3,2,2,0,None,None,a,0.30513191600039136,None,0,2,2,2,115.18403970899999,,,,,,,,,115.49448650000068,115.49904100000003,115.80074816700017,115.78407787500055,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,115.17291266700067,115.18403970899999,115.18403970899999,115.18403970899999,115.18403970899999,115.4944532920008,None,None,a,0.30513191600039136,None,,,,,999,001,2025-06-12_14h07.49.318,resting_state,2024.2.4,None,2025-06-12 14h07.55.549843 +0800,
是关于他人的,4,3,3,0,None,None,a,0.2582469580001998,None,0,3,3,3,115.80074816700017,,,,,,,,,116.06068962500012,116.06667220899999,116.36880179200034,116.35087883400047,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,115.78853962500034,115.80074816700017,115.80074816700017,115.80074816700017,115.80074816700017,116.06065529200077,None,None,a,0.2582469580001998,None,,,,,999,001,2025-06-12_14h07.49.318,resting_state,2024.2.4,None,2025-06-12 14h07.55.549843 +0800,
是正性的、积极的事件,5,4,4,0,None,None,a,0.3064642079998521,None,0,4,4,4,116.36880179200034,,,,,,,,,116.68566320900027,116.68922795900016,117.00089625000055,116.98410175000026,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,116.35725158400055,116.36880179200034,116.36880179200034,116.36880179200034,116.36880179200034,116.68562933400062,None,None,a,0.3064642079998521,None,,,,,999,001,2025-06-12_14h07.49.318,resting_state,2024.2.4,None,2025-06-12 14h07.55.549843 +0800,
是负性的、消极的事件,6,5,5,0,None,None,a,0.2260677089998353,None,0,5,5,5,117.00089625000055,,,,,,,,,117.2382532090005,117.25003066699992,117.5561502090004,117.53476579200014,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,116.98894825000025,117.00089625000055,117.00089625000055,117.00089625000055,117.00089625000055,117.23821770900031,None,None,a,0.2260677089998353,None,,,,,999,001,2025-06-12_14h07.49.318,resting_state,2024.2.4,None,2025-06-12 14h07.55.549843 +0800,
是以图像或意象的形式进行思维,7,6,6,0,None,None,a,0.3159635840002011,None,0,6,6,6,117.5561502090004,,,,,,,,,117.87791675000062,117.8825044590003,118.18414079200011,118.16740216700055,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,117.54387229200074,117.5561502090004,117.5561502090004,117.5561502090004,117.5561502090004,117.87788275000003,None,None,a,0.3159635840002011,None,,,,,999,001,2025-06-12_14h07.49.318,resting_state,2024.2.4,None,2025-06-12 14h07.55.549843 +0800,
是以内部言语的形式进行思维,8,7,7,0,None,None,a,0.3186878340002295,None,0,7,7,7,118.18414079200011,,,,,,,,,118.50423983400015,118.51639475000047,118.8191481670001,118.80178562500078,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,118.17264537500068,118.18414079200011,118.18414079200011,118.18414079200011,118.18414079200011,118.50420845900044,None,None,a,0.3186878340002295,None,,,,,999,001,2025-06-12_14h07.49.318,resting_state,2024.2.4,None,2025-06-12 14h07.55.549843 +0800,
让我感到开心,9,8,8,0,None,None,a,0.28401458300049853,None,0,8,8,8,118.8191481670001,,,,,,,,,119.11166429200057,119.11587033400065,119.41773158400065,119.40149891700003,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,118.8075507500007,118.8191481670001,118.8191481670001,118.8191481670001,118.8191481670001,119.11162820900063,None,None,a,0.28401458300049853,None,,,,,999,001,2025-06-12_14h07.49.318,resting_state,2024.2.4,None,2025-06-12 14h07.55.549843 +0800,
让我感到悲伤,10,9,9,0,None,None,a,0.30031562500062137,None,0,9,9,9,119.41773158400065,,,,,,,,,119.7210144590008,119.73309333399993,120.02313462500024,120.01840220900067,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,119.40610770900003,119.41773158400065,119.41773158400065,119.41773158400065,119.41773158400065,119.72098125000048,None,None,a,0.30031562500062137,None,,,,,999,001,2025-06-12_14h07.49.318,resting_state,2024.2.4,None,2025-06-12 14h07.55.549843 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.01849529200081,120.02313462500024,120.02313462500024,125.01826062500004,,,,,,,,
