item,number,thisN,thisTrialN,thisRepN,slider_thinking_content.response,slider_thinking_content.rt,key_resp_thinking_content.keys,key_resp_thinking_content.rt,key_resp_thinking_content.duration,think_content_loop.thisRepN,think_content_loop.thisTrialN,think_content_loop.thisN,think_content_loop.thisIndex,thisRow.t,notes,welcome.started,image_welcome.started,key_welcome.started,welcome.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,refresh.started,text_refresh.started,text_refresh.stopped,refresh.stopped,emotional_level.started,rate_emotion_prompt.started,slider_emotion.started,key_resp_emotion.started,emotional_level.stopped,slider_emotion.response,slider_emotion.rt,Rating,key_resp_emotion.keys,key_resp_emotion.rt,key_resp_emotion.duration,rest_instruct.started,image_rest_instruct.started,key_resp_rest_instruct.started,rest_instruct.stopped,key_resp_rest_instruct.keys,key_resp_rest_instruct.rt,key_resp_rest_instruct.duration,wait4trigger_scanner.started,wait4trigger_text.started,wait4trigger_text.stopped,wait4trigger_scanner.stopped,fake_stimulus.started,fake_stimulus_text.started,fake_stimulus_text.stopped,fake_stimulus.stopped,resting.started,fixation.started,fixation.stopped,resting.stopped,emotion_instruct.started,image_emotion_instruct.started,key_resp_emotion_instruct.started,emotion_instruct.stopped,key_resp_emotion_instruct.keys,key_resp_emotion_instruct.rt,key_resp_emotion_instruct.duration,think_content_instruct.started,image_think_content_instruct.started,key_resp_think_content_instruct.started,think_content_instruct.stopped,key_resp_think_content_instruct.keys,key_resp_think_content_instruct.rt,key_resp_think_content_instruct.duration,think_content.started,main_body_questionnaire.started,item_text.started,slider_thinking_content.started,key_resp_thinking_content.started,think_content.stopped,think_content_loop.slider_thinking_content.response,think_content_loop.slider_thinking_content.rt,think_content_loop.key_resp_thinking_content.keys,think_content_loop.key_resp_thinking_content.rt,think_content_loop.key_resp_thinking_content.duration,goodbye.started,goodbye_text.started,key_resp_goodbye.started,goodbye.stopped,key_resp_goodbye.keys,key_resp_goodbye.rt,key_resp_goodbye.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.915756167000836,17.93109829200057,17.93109829200057,21.254493375000493,j,3.318112750000182,None,,,,,,,,,,,,,,,,,,,,,,,,,,999,001,2025-06-12_14h24.20.705,resting_state_demo,2024.2.4,None,2025-06-12 14h24.26.005303 +0800,
,,,,,,,,,,,,,,,,,,,,,,,21.254528750000645,21.26477800000066,21.56011424999997,21.54920250000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,001,2025-06-12_14h24.20.705,resting_state_demo,2024.2.4,None,2025-06-12 14h24.26.005303 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,21.550128374999986,21.56011424999997,21.56011424999997,21.56011424999997,24.674577542000407,None,None,7.0,j,3.1071759579999707,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,001,2025-06-12_14h24.20.705,resting_state_demo,2024.2.4,None,2025-06-12 14h24.26.005303 +0800,
,,,,,,,,,,,,,,,,,,,,,,,24.6746022920006,24.681372709000243,24.96874341700004,24.965939292000257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,001,2025-06-12_14h24.20.705,resting_state_demo,2024.2.4,None,2025-06-12 14h24.26.005303 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.965957084000365,24.96874341700004,24.96874341700004,35.367908209000234,j,10.393971624999722,None,,,,,,,,,,,,,,,,,,,999,001,2025-06-12_14h24.20.705,resting_state_demo,2024.2.4,None,2025-06-12 14h24.26.005303 +0800,
,,,,,,,,,,,,,,,,,,,,,,,35.367971250000664,35.37189204200058,35.691852459000074,35.66707591700015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,001,2025-06-12_14h24.20.705,resting_state_demo,2024.2.4,None,2025-06-12 14h24.26.005303 +0800,
是关于过去的事情,1,0,0,0,None,None,j,2.9832031250007276,None,0,0,0,0,35.691852459000074,,,,,,,,,38.68351595900003,38.68491308400007,38.9990797090004,38.97005158400043,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.67787658400084,35.691852459000074,35.691852459000074,35.691852459000074,35.691852459000074,38.6834724170003,None,None,j,2.9832031250007276,None,,,,,,,,999,001,2025-06-12_14h24.20.705,resting_state_demo,2024.2.4,None,2025-06-12 14h24.26.005303 +0800,
是关于将来的事情,2,1,1,0,None,None,j,0.8775949170003514,None,0,1,1,1,38.9990797090004,,,,,,,,,39.885152500000004,39.887679041999945,40.19691120900006,40.183728125000016,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.97344154200073,38.9990797090004,38.9990797090004,38.9990797090004,38.9990797090004,39.8851107090004,None,None,j,0.8775949170003514,None,,,,,,,,999,001,2025-06-12_14h24.20.705,resting_state_demo,2024.2.4,None,2025-06-12 14h24.26.005303 +0800,
是关于我自己的,3,2,2,0,None,None,j,0.5206942499999059,None,0,2,2,2,40.19691120900006,,,,,,,,,40.725594292000096,40.73239612500038,41.031487666999965,41.017193959,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.18764966700019,40.19691120900006,40.19691120900006,40.19691120900006,40.19691120900006,40.72555391700007,None,None,j,0.5206942499999059,None,,,,,,,,999,001,2025-06-12_14h24.20.705,resting_state_demo,2024.2.4,None,2025-06-12 14h24.26.005303 +0800,
是关于他人的,4,3,3,0,None,None,j,0.7372318750003615,None,0,3,3,3,41.031487666999965,,,,,,,,,41.775167624999995,41.78234337499998,42.08174133400007,42.067240250000395,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.02143816700027,41.031487666999965,41.031487666999965,41.031487666999965,41.031487666999965,41.77512945900071,None,None,j,0.7372318750003615,None,,,,,,,,999,001,2025-06-12_14h24.20.705,resting_state_demo,2024.2.4,None,2025-06-12 14h24.26.005303 +0800,
是正性的、积极的事件,5,4,4,0,None,None,j,0.42001387500022247,None,0,4,4,4,42.08174133400007,,,,,,,,,42.50898554200012,42.51578037500076,42.81369458400059,42.80063416700068,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.07217554199997,42.08174133400007,42.08174133400007,42.08174133400007,42.08174133400007,42.5089466670006,None,None,j,0.42001387500022247,None,,,,,,,,999,001,2025-06-12_14h24.20.705,resting_state_demo,2024.2.4,None,2025-06-12 14h24.26.005303 +0800,
是负性的、消极的事件,6,5,5,0,None,None,j,0.3943195829997421,None,0,5,5,5,42.81369458400059,,,,,,,,,43.217269042000225,43.2187285,43.52072370900078,43.503810959000475,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.80466520900063,42.81369458400059,42.81369458400059,42.81369458400059,42.81369458400059,43.217227916999946,None,None,j,0.3943195829997421,None,,,,,,,,999,001,2025-06-12_14h24.20.705,resting_state_demo,2024.2.4,None,2025-06-12 14h24.26.005303 +0800,
是以图像或意象的形式进行思维,7,6,6,0,None,None,j,0.6935627499997281,None,0,6,6,6,43.52072370900078,,,,,,,,,44.217367625000406,44.218635375000304,44.52099375000034,44.50604795900017,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.51096962500014,43.52072370900078,43.52072370900078,43.52072370900078,43.52072370900078,44.21732845900078,None,None,j,0.6935627499997281,None,,,,,,,,999,001,2025-06-12_14h24.20.705,resting_state_demo,2024.2.4,None,2025-06-12 14h24.26.005303 +0800,
是以内部言语的形式进行思维,8,7,7,0,None,None,j,0.9060789590002969,None,0,7,7,7,44.52099375000034,,,,,,,,,45.435734084000615,45.437040667000474,45.74826637500064,45.73421900000085,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.51047325000036,44.52099375000034,44.52099375000034,44.52099375000034,44.52099375000034,45.43569445900084,None,None,j,0.9060789590002969,None,,,,,,,,999,001,2025-06-12_14h24.20.705,resting_state_demo,2024.2.4,None,2025-06-12 14h24.26.005303 +0800,
让我感到开心,9,8,8,0,None,None,j,0.6710815840006035,None,0,8,8,8,45.74826637500064,,,,,,,,,46.42568933400071,46.432712542000445,46.73039837500073,46.71745583400025,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.738579292000395,45.74826637500064,45.74826637500064,45.74826637500064,45.74826637500064,46.425649292000344,None,None,j,0.6710815840006035,None,,,,,,,,999,001,2025-06-12_14h24.20.705,resting_state_demo,2024.2.4,None,2025-06-12 14h24.26.005303 +0800,
让我感到悲伤,10,9,9,0,None,None,j,0.7965335419994517,None,0,9,9,9,46.73039837500073,,,,,,,,,47.53580945900012,47.53726595900025,47.83772812500047,47.83413354200002,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.72118395899997,46.73039837500073,46.73039837500073,46.73039837500073,46.73039837500073,47.535770917000264,None,None,j,0.7965335419994517,None,,,,,,,,999,001,2025-06-12_14h24.20.705,resting_state_demo,2024.2.4,None,2025-06-12 14h24.26.005303 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.834220125000684,47.83772812500047,47.83772812500047,49.085221917000126,j,1.2353447920004328,None,999,001,2025-06-12_14h24.20.705,resting_state_demo,2024.2.4,None,2025-06-12 14h24.26.005303 +0800,
